เลขที่บิล,วันที่,เวลา,สาขา,สินค้า,หมวดสินค้า,จำนวน,ราคาต่อหน่วย,ยอดขาย,รหัสลูกค้า,สถานะ
B022749,22/09/2569,15:41,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,1,55,55,M0466,สำเร็จ
B022750,22/09/2569,16:13,สาขาทองหล่อ,บานอฟฟี่,เบเกอรี่,1,90,90,M0746,สำเร็จ
B022751,22/09/2569,16:13,สาขาทองหล่อ,สปาเกตตีคาโบนารา,อาหาร,1,129,129,,สำเร็จ
B022752,22/09/2569,16:50,สาขาทองหล่อ,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M1610,สำเร็จ
B022752,22/09/2569,16:50,สาขาทองหล่อ,ลาเต้เย็น,กาแฟ,1,65,65,M1610,สำเร็จ
B022752,22/09/2569,16:50,สาขาทองหล่อ,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,2,55,110,M1610,สำเร็จ
B022753,22/09/2569,16:53,สาขาทองหล่อ,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B022753,22/09/2569,16:53,สาขาทองหล่อ,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B022753,22/09/2569,16:53,สาขาทองหล่อ,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B022754,22/09/2569,16:36,สาขาทองหล่อ,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B022754,22/09/2569,16:36,สาขาทองหล่อ,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B022755,22/09/2569,16:54,สาขาทองหล่อ,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B022755,22/09/2569,16:54,สาขาทองหล่อ,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B022756,22/09/2569,16:46,สาขาทองหล่อ,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,,สำเร็จ
B022756,22/09/2569,16:46,สาขาทองหล่อ,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B022757,22/09/2569,16:49,สาขาทองหล่อ,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B022757,22/09/2569,16:49,สาขาทองหล่อ,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B022758,22/09/2569,17:15,สาขาทองหล่อ,บานอฟฟี่,เบเกอรี่,1,90,90,M0020,สำเร็จ
B022759,22/09/2569,17:49,สาขาทองหล่อ,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,M1267,สำเร็จ
B022760,22/09/2569,17:22,สาขาทองหล่อ,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B022761,22/09/2569,17:10,สาขาทองหล่อ,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B022762,22/09/2569,17:02,สาขาทองหล่อ,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,M1358,สำเร็จ
B022762,22/09/2569,17:02,สาขาทองหล่อ,โกโก้เย็น,ชาและเครื่องดื่ม,2,60,120,M1358,สำเร็จ
B022763,22/09/2569,18:07,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B022764,22/09/2569,18:35,สาขาทองหล่อ,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B022765,22/09/2569,18:42,สาขาทองหล่อ,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,M0445,สำเร็จ
B022766,22/09/2569,18:45,สาขาทองหล่อ,เอสเปรสโซ่,กาแฟ,2,50,100,,สำเร็จ
B022767,23/09/2569,07:21,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B022767,23/09/2569,07:21,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B022768,23/09/2569,07:29,สาขาสยาม,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,2,75,150,M1329,สำเร็จ
B022769,23/09/2569,07:41,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M0491,สำเร็จ
B022770,23/09/2569,07:21,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B022771,23/09/2569,07:46,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,M0262,สำเร็จ
B022772,23/09/2569,07:05,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B022773,23/09/2569,07:08,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B022774,23/09/2569,07:35,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,2,50,100,,สำเร็จ
B022775,23/09/2569,07:02,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,2,60,120,M1439,สำเร็จ
B022775,23/09/2569,07:02,สาขาสยาม,สปาเกตตีคาโบนารา,อาหาร,1,129,129,M1439,สำเร็จ
B022776,23/09/2569,07:35,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,M0778,สำเร็จ
B022776,23/09/2569,07:35,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,M0778,สำเร็จ
B022776,23/09/2569,07:35,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,M0778,สำเร็จ
B022777,23/09/2569,08:21,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B022778,23/09/2569,08:35,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,M1041,สำเร็จ
B022778,23/09/2569,08:35,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,M1041,สำเร็จ
B022778,23/09/2569,08:35,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,M1041,สำเร็จ
B022779,23/09/2569,08:11,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B022779,23/09/2569,08:11,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B022780,23/09/2569,08:39,สาขาสยาม,สปาเกตตีคาโบนารา,อาหาร,2,129,258,,สำเร็จ
B022781,23/09/2569,08:02,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B022781,23/09/2569,08:02,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B022782,23/09/2569,08:02,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M0521,สำเร็จ
B022783,23/09/2569,08:41,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,M0754,สำเร็จ
B022783,23/09/2569,08:41,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M0754,สำเร็จ
B022784,23/09/2569,08:14,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B022784,23/09/2569,08:14,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B022784,23/09/2569,08:14,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B022785,23/09/2569,08:33,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,2,55,110,M1548,สำเร็จ
B022786,23/09/2569,08:19,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B022787,23/09/2569,08:19,สาขาสยาม,บานอฟฟี่,เบเกอรี่,2,90,180,,สำเร็จ
B022788,23/09/2569,08:38,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,2,55,110,,สำเร็จ
B022789,23/09/2569,08:43,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,1,60,60,M1193,สำเร็จ
B022789,23/09/2569,08:43,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,M1193,สำเร็จ
B022789,23/09/2569,08:43,สาขาสยาม,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,M1193,สำเร็จ
B022790,23/09/2569,09:34,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,M1226,สำเร็จ
B022790,23/09/2569,09:34,สาขาสยาม,สปาเกตตีคาโบนารา,อาหาร,1,129,129,M1226,สำเร็จ
B022791,23/09/2569,09:30,สาขาสยาม,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,M1255,สำเร็จ
B022791,23/09/2569,09:30,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,M1255,สำเร็จ
B022791,23/09/2569,09:30,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,M1255,สำเร็จ
B022792,23/09/2569,09:56,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M1348,สำเร็จ
B022793,23/09/2569,09:07,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B022794,23/09/2569,09:28,สาขาสยาม,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B022795,23/09/2569,09:03,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,M0663,สำเร็จ
B022796,23/09/2569,09:03,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,M1194,สำเร็จ
B022797,23/09/2569,09:59,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B022798,23/09/2569,09:24,สาขาสยาม,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B022798,23/09/2569,09:24,สาขาสยาม,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B022799,23/09/2569,09:24,สาขาสยาม,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B022800,23/09/2569,09:11,สาขาสยาม,สปาเกตตีคาโบนารา,อาหาร,1,129,129,,สำเร็จ
B022800,23/09/2569,09:11,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B022801,23/09/2569,10:21,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B022801,23/09/2569,10:21,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B022802,23/09/2569,10:25,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,M0346,สำเร็จ
B022802,23/09/2569,10:25,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,M0346,สำเร็จ
B022803,23/09/2569,10:59,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B022804,23/09/2569,10:38,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,M1327,สำเร็จ
B022805,23/09/2569,10:22,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,2,55,110,M1196,สำเร็จ
B022805,23/09/2569,10:22,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,M1196,สำเร็จ
